순번,취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류
44034,2022-01-03,58,지체장애,중증,충남 금산군,보건·의료직
44035,2022-08-10,24,정신장애,중증,충북 진천군,제조 단순직
44036,2022-08-08,24,지적장애,중증,충북 진천군,제조 단순직
44037,2022-08-08,19,지적장애,중증,충북 진천군,제조 단순직
44038,2022-08-08,22,정신장애,중증,충북 진천군,제조 단순직
44039,2022-10-11,24,뇌병변장애,중증,충북 진천군,식품 가공·생산직
44040,2022-08-22,40,지적장애,중증,충북 진천군,제조 단순직
44041,2022-10-12,24,지적장애,중증,충북 진천군,제조 단순직
44042,2022-08-09,42,시각장애,경증,충북 진천군,제조 단순직
44043,2022-08-08,29,지적장애,중증,충북 진천군,제조 단순직
44044,2022-05-01,46,지적장애,중증,전남 목포시,청소 및 기타 개인서비스직
44045,2022-04-18,23,지적장애,중증,전남 목포시,건설·채굴직
44046,2022-04-01,50,뇌병변장애,중증,전남 목포시,청소 및 기타 개인서비스직
44047,2022-05-16,29,정신장애,중증,전남 목포시,전기·전자 설치·정비·생산직
44048,2022-01-04,38,시각장애,경증,울산 중구,돌봄 서비스직(간병·육아)
44049,2022-01-03,48,지체장애,경증,서울 성동구,경영·행정·사무직
44050,2022-01-03,39,시각장애,경증,서울 성동구,경영·행정·사무직
44051,2022-01-03,64,지체장애,경증,서울 성동구,경영·행정·사무직
44052,2022-01-03,55,시각장애,경증,서울 성동구,경영·행정·사무직
44053,2022-01-03,56,지체장애,경증,서울 성동구,경영·행정·사무직
44054,2022-03-18,25,지적장애,중증,부산 북구,음식 서비스직
44055,2022-06-01,35,정신장애,중증,인천 연수구,음식 서비스직
44056,2022-07-07,25,정신장애,중증,제주 제주시,영업·판매직
44057,2022-01-07,40,지체장애,중증,인천 중구,경영·행정·사무직
44058,2022-06-27,61,시각장애,경증,인천 부평구,영업·판매직
44059,2022-07-01,38,정신장애,중증,서울 강남구,보건·의료직
44060,2022-04-18,47,지체장애,경증,부산 금정구,기계 설치·정비·생산직
44061,2022-01-01,52,시각장애,경증,인천 강화군,보건·의료직
44062,2022-06-07,61,지체장애,경증,경기 남양주시,운전·운송직
44063,2022-07-01,62,지체장애,경증,전남 화순군,청소 및 기타 개인서비스직
44064,2022-07-29,21,정신장애,중증,충남 천안시 동남구,음식 서비스직
44065,2022-07-29,35,지적장애,중증,충남 천안시 동남구,제조 단순직
44066,2022-08-04,37,정신장애,중증,충남 천안시 동남구,음식 서비스직
44067,2022-07-07,63,뇌병변장애,경증,충남 천안시 동남구,음식 서비스직
44068,2022-07-07,29,정신장애,중증,충남 천안시 동남구,음식 서비스직
44069,2022-07-07,44,뇌병변장애,중증,충남 천안시 동남구,음식 서비스직
44070,2022-07-07,54,시각장애,중증,충남 천안시 동남구,음식 서비스직
44071,2022-07-07,68,뇌병변장애,경증,충남 천안시 동남구,음식 서비스직
44072,2022-07-07,77,지체장애,경증,충남 천안시 동남구,음식 서비스직
44073,2022-07-07,47,정신장애,중증,충남 천안시 동남구,음식 서비스직
44074,2022-09-01,52,뇌병변장애,경증,경기 수원시,경영·행정·사무직
44075,2022-07-11,44,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44076,2022-10-03,22,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44077,2022-07-11,27,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44078,2022-11-11,32,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44079,2022-07-11,61,지체장애,경증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44080,2022-07-11,20,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44081,2022-08-08,28,시각장애,경증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44082,2022-08-08,36,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44083,2022-08-02,58,뇌병변장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44084,2022-12-08,20,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44085,2022-07-11,20,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44086,2022-07-11,20,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44087,2022-07-11,19,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44088,2022-07-11,20,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44089,2022-07-11,19,자폐성장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44090,2022-07-11,20,자폐성장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44091,2022-07-11,63,지체장애,경증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44092,2022-07-11,46,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44093,2022-08-01,30,지적장애,중증,경북 영천시,인쇄·목재·공예 및 기타 설치·정비·생산직
44094,2022-08-16,58,지체장애,경증,전북 전주시 완산구,돌봄 서비스직(간병·육아)
44095,2022-01-01,25,지적장애,중증,전북 김제시,청소 및 기타 개인서비스직
44096,2022-12-01,20,지적장애,중증,울산 중구,식품 가공·생산직
44097,2022-08-29,23,지적장애,중증,울산 중구,식품 가공·생산직
44098,2022-08-29,21,지적장애,중증,울산 중구,식품 가공·생산직
44099,2022-08-29,22,지적장애,중증,울산 중구,식품 가공·생산직
44100,2022-08-29,22,지적장애,중증,울산 중구,식품 가공·생산직
44101,2022-08-29,20,지적장애,중증,울산 중구,식품 가공·생산직
44102,2022-08-29,46,지체장애,경증,울산 중구,식품 가공·생산직
44103,2022-06-23,62,지체장애,경증,제주 제주시,영업·판매직
44104,2022-03-23,65,뇌병변장애,중증,대구 수성구,운전·운송직
44105,2022-01-01,73,지체장애,경증,경기 부천시,경호·경비직
44106,2022-01-01,79,지체장애,경증,경기 부천시,청소 및 기타 개인서비스직
44107,2022-08-18,22,지적장애,중증,전남 영암군,음식 서비스직
44108,2022-08-22,25,지적장애,중증,경북 영천시,제조 단순직
44109,2022-11-09,44,시각장애,중증,대전 유성구,보건·의료직
44110,2022-11-09,50,시각장애,중증,대전 유성구,보건·의료직
44111,2022-11-09,53,시각장애,중증,대전 유성구,보건·의료직
44112,2022-11-09,42,시각장애,중증,대전 유성구,보건·의료직
44113,2022-11-09,31,시각장애,중증,대전 유성구,보건·의료직
44114,2022-11-09,51,시각장애,중증,대전 유성구,보건·의료직
44115,2022-11-09,54,시각장애,중증,대전 유성구,보건·의료직
44116,2022-11-09,53,시각장애,중증,대전 유성구,보건·의료직
44117,2022-07-18,29,지적장애,중증,대전 유성구,청소 및 기타 개인서비스직
44118,2022-10-17,29,지적장애,중증,대전 유성구,청소 및 기타 개인서비스직
44119,2022-04-01,33,자폐성장애,중증,경기 양주시,제조 단순직
44120,2022-04-01,47,지적장애,중증,경기 양주시,제조 단순직
44121,2022-06-01,38,지적장애,중증,경기 양주시,제조 단순직
44122,2022-04-01,33,지적장애,중증,경기 양주시,제조 단순직
44123,2022-04-01,33,지적장애,중증,경기 양주시,제조 단순직
44124,2022-01-01,51,지적장애,중증,경남 산청군,제조 단순직
44125,2022-04-01,69,지체장애,경증,울산 동구,청소 및 기타 개인서비스직
44126,2022-04-01,38,지적장애,중증,울산 동구,청소 및 기타 개인서비스직
44127,2022-04-01,42,지적장애,중증,울산 동구,청소 및 기타 개인서비스직
44128,2022-05-25,50,지체장애,경증,울산 동구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등)
44129,2022-01-10,26,지체장애,경증,경기 부천시,청소 및 기타 개인서비스직
44130,2022-09-26,24,지적장애,중증,경북 경주시,식품 가공·생산직
44131,2022-08-08,64,지체장애,경증,경북 경주시,식품 가공·생산직
44132,2022-11-09,24,지적장애,중증,경북 경주시,식품 가공·생산직
44133,2022-11-01,34,자폐성장애,중증,경북 경주시,식품 가공·생산직
44134,2022-08-10,42,지적장애,중증,경북 경주시,식품 가공·생산직
44135,2022-09-02,25,지적장애,중증,경북 경주시,식품 가공·생산직
44136,2022-12-01,27,지적장애,중증,부산 강서구,제조 단순직
44137,2022-12-01,64,뇌병변장애,경증,부산 강서구,제조 단순직
44138,2022-12-01,31,지적장애,중증,부산 강서구,제조 단순직
44139,2022-07-01,59,지체장애,경증,서울 강서구,돌봄 서비스직(간병·육아)
44140,2022-06-13,51,지체장애,경증,전남 함평군,청소 및 기타 개인서비스직
44141,2022-07-01,61,지체장애,경증,경남 양산시,경영·행정·사무직
44142,2022-11-14,54,지체장애,경증,부산 해운대구,돌봄 서비스직(간병·육아)
44143,2022-06-23,64,지체장애,경증,부산 해운대구,돌봄 서비스직(간병·육아)
44144,2022-08-01,40,지적장애,중증,충남 아산시,음식 서비스직
44145,2022-01-09,65,지체장애,경증,경남 창원시,제조 단순직
44146,2022-09-19,27,지적장애,중증,경남 진주시,제조 단순직
44147,2022-09-13,60,지체장애,경증,경남 진주시,제조 단순직
44148,2022-01-10,54,지체장애,경증,경남 진주시,제조 단순직
44149,2022-01-01,68,지체장애,경증,전북 익산시,경호·경비직
44150,2022-07-05,29,신장장애,중증,울산 울주군,기계 설치·정비·생산직
44151,2022-10-04,50,뇌병변장애,경증,경남 진주시,제조 단순직
44152,2022-09-13,46,지적장애,중증,경남 진주시,제조 단순직
44153,2022-09-13,44,지적장애,중증,경남 진주시,제조 단순직
44154,2022-09-13,34,지적장애,중증,경남 진주시,제조 단순직
44155,2022-09-13,33,지적장애,중증,경남 진주시,제조 단순직
44156,2022-09-13,52,지적장애,중증,경남 진주시,제조 단순직
44157,2022-09-13,36,지적장애,중증,경남 진주시,제조 단순직
44158,2022-09-13,33,지적장애,중증,경남 진주시,제조 단순직
44159,2022-01-01,74,지체장애,경증,경남 김해시,경호·경비직
44160,2022-07-11,24,지적장애,중증,대구 달서구,경영·행정·사무직
44161,2022-06-01,48,지체장애,경증,울산 울주군,관리직(임원·부서장)
44162,2022-06-02,60,신장장애,중증,광주 광산구,건설·채굴직
44163,2022-01-01,19,지적장애,중증,전북 완주군,보건·의료직
44164,2022-01-03,58,국가유공,경증,경남 진주시,경호·경비직
44165,2022-06-29,50,지체장애,경증,전북 완주군,전기·전자 설치·정비·생산직
44166,2022-10-01,62,지체장애,경증,경남 창원시,경호·경비직
44167,2022-01-01,62,지체장애,경증,경남 사천시,경호·경비직
44168,2022-07-01,27,정신장애,중증,전북 김제시,제조 단순직
44169,2022-06-01,34,지체장애,중증,경기 김포시,영업·판매직
44170,2022-01-07,70,지체장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44171,2022-01-07,70,지체장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44172,2022-01-05,73,지체장애,경증,울산 중구,경영·행정·사무직
44173,2022-01-05,72,시각장애,경증,울산 중구,경영·행정·사무직
44174,2022-01-05,75,지체장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44175,2022-01-05,75,청각장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44176,2022-01-05,72,시각장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44177,2022-01-05,71,지체장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44178,2022-01-07,75,지체장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44179,2022-01-05,68,지체장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44180,2022-09-14,71,시각장애,경증,울산 동구,경영·행정·사무직
44181,2022-01-10,71,지체장애,경증,울산 동구,인쇄·목재·공예 및 기타 설치·정비·생산직
44182,2022-01-10,68,지체장애,경증,울산 동구,인쇄·목재·공예 및 기타 설치·정비·생산직
44183,2022-01-10,77,지체장애,경증,울산 동구,인쇄·목재·공예 및 기타 설치·정비·생산직
44184,2022-01-06,79,지체장애,경증,울산 중구,보건·의료직
44185,2022-01-01,64,시각장애,경증,울산 중구,인쇄·목재·공예 및 기타 설치·정비·생산직
44186,2022-01-01,67,시각장애,경증,울산 북구,인쇄·목재·공예 및 기타 설치·정비·생산직
44187,2022-01-01,61,지적장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44188,2022-01-01,67,지체장애,경증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44189,2022-01-01,64,지체장애,경증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44190,2022-01-01,67,청각장애,경증,울산 남구,음식 서비스직
44191,2022-08-22,39,지적장애,중증,강원 강릉시,음식 서비스직
44192,2022-08-01,51,지적장애,중증,강원 강릉시,음식 서비스직
44193,2022-01-01,59,지체장애,경증,경남 김해시,제조 단순직
44194,2022-01-01,43,지체장애,경증,경기 고양시 덕양구,청소 및 기타 개인서비스직
44195,2022-09-21,27,지적장애,중증,서울 강동구,음식 서비스직
44196,2022-07-19,38,지적장애,중증,충남 천안시 동남구,농림어업직
44197,2022-08-01,27,청각장애,경증,충남 천안시 서북구,경영·행정·사무직
44198,2022-08-01,34,지체장애,경증,충남 천안시 서북구,경영·행정·사무직
44199,2022-01-01,54,지체장애,경증,경남 창원시 마산합포구,제조 단순직
44200,2022-04-11,26,지적장애,중증,강원 강릉시,음식 서비스직
44201,2022-01-01,40,지체장애,중증,경기 시흥시,청소 및 기타 개인서비스직
44202,2022-06-01,57,지체장애,경증,경남 양산시,경영·행정·사무직
44203,2022-07-12,66,지체장애,경증,전남 순천시,건설·채굴직
44204,2022-01-03,58,지체장애,경증,전북 익산시,제조 단순직
44205,2022-07-12,53,뇌병변장애,중증,전북 전주시,스포츠·레크리에이션직
44206,2022-07-06,62,청각장애,경증,서울 관악구,돌봄 서비스직(간병·육아)
44207,2022-07-07,56,지체장애,경증,서울 강남구,음식 서비스직
44208,2022-01-03,57,지체장애,경증,경남 창원시 진해구,운전·운송직
44209,2022-01-17,46,지체장애,경증,울산 동구,기계 설치·정비·생산직
44210,2022-06-01,46,뇌병변장애,경증,서울 강동구,사회복지·종교직
44211,2022-04-01,61,지체장애,경증,경남 창원시 진해구,건설·채굴직
44212,2022-01-07,57,지체장애,중증,경남 창원시 진해구,제조 단순직
44213,2022-07-01,21,지체장애,중증,대구 동구,경영·행정·사무직
44214,2022-01-01,62,지체장애,경증,경남 창원시 의창구,기계 설치·정비·생산직
44215,2022-01-01,52,뇌병변장애,중증,경기 군포시,제조 단순직
44216,2022-07-05,29,자폐성장애,중증,제주 서귀포시,관리직(임원·부서장)
44217,2022-08-01,21,지적장애,중증,서울 중랑구,관리직(임원·부서장)
44218,2022-07-10,44,시각장애,경증,경기 안산시 상록구,식품 가공·생산직
44219,2022-08-02,46,지체장애,경증,충북 청주시 서원구,경영·행정·사무직
44220,2022-08-04,29,지적장애,중증,경남 김해시,기계 설치·정비·생산직
44221,2022-01-01,66,지체장애,경증,경남 창원시,경호·경비직
44222,2022-05-02,65,시각장애,경증,울산 북구,돌봄 서비스직(간병·육아)
44223,2022-08-27,32,지적장애,중증,전남 순천시,음식 서비스직
44224,2022-10-17,27,지적장애,중증,전남 순천시,음식 서비스직
44225,2022-10-05,33,지체장애,경증,충남 보령시,경영·행정·사무직
44226,2022-04-01,58,청각장애,경증,경남 함양군,제조 단순직
44227,2022-04-01,67,지체장애,경증,경남 함양군,제조 단순직
44228,2022-05-09,45,뇌병변장애,경증,대구 달서구,경영·행정·사무직
44229,2022-05-01,28,지적장애,중증,울산 남구,예술·디자인·방송직
44230,2022-08-29,24,지적장애,중증,충북 제천시,영업·판매직
44231,2022-08-29,42,지적장애,중증,충북 제천시,영업·판매직
44232,2022-07-01,29,시각장애,경증,전북 전주시,교육직
44233,2022-01-03,67,지체장애,경증,서울 중랑구,돌봄 서비스직(간병·육아)
44234,2022-03-02,46,지체장애,경증,강원 춘천시,영업·판매직
44235,2022-06-25,59,안면장애,경증,울산 북구,경영·행정·사무직
44236,2022-07-21,22,지적장애,중증,경북 포항시 북구,음식 서비스직
44237,2022-10-01,30,지체장애,중증,서울 구로구,경영·행정·사무직
44238,2022-07-27,21,지적장애,중증,광주 동구,음식 서비스직
44239,2022-07-27,22,지적장애,중증,광주 동구,음식 서비스직
44240,2022-07-27,26,지적장애,중증,광주 동구,음식 서비스직
44241,2022-07-26,20,지적장애,중증,광주 동구,음식 서비스직
44242,2022-07-20,51,지체장애,경증,경기 성남시 수정구,건설·채굴 연구개발직 및 공학기술직
44243,2022-08-16,30,청각장애,중증,경남 창원시 성산구,식품 가공·생산직
44244,2022-11-01,21,지적장애,중증,경기 양주시,음식 서비스직
44245,2022-08-02,32,지적장애,중증,경기 양주시,음식 서비스직
44246,2022-11-01,26,지적장애,중증,경기 양주시,음식 서비스직
44247,2022-08-02,30,지적장애,중증,경기 양주시,음식 서비스직
44248,2022-01-05,60,지체장애,경증,경남 통영시,돌봄 서비스직(간병·육아)
44249,2022-07-01,53,지체장애,경증,전북 전주시,교육직
44250,2022-01-03,52,지체장애,경증,인천 남동구,경영·행정·사무직
44251,2022-03-03,22,지적장애,중증,경북 안동시,청소 및 기타 개인서비스직
44252,2022-08-01,63,지체장애,경증,경기 이천시,경영·행정·사무직
44253,2022-02-01,40,지체장애,경증,인천 서구,전기·전자 설치·정비·생산직
44254,2022-01-01,24,지적장애,중증,서울 구로구,청소 및 기타 개인서비스직
44255,2022-09-01,57,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
44256,2022-10-04,47,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
44257,2022-09-30,29,지적장애,중증,경북 구미시,영업·판매직
44258,2022-08-09,44,청각장애,중증,충남 천안시 동남구,기계 설치·정비·생산직
44259,2022-08-08,31,청각장애,중증,충남 천안시 동남구,기계 설치·정비·생산직
44260,2022-08-01,61,지체장애,경증,전북 김제시,청소 및 기타 개인서비스직
44261,2022-06-07,22,뇌병변장애,경증,경기 안산시,제조 단순직
44262,2022-10-24,52,신장장애,중증,충남 서산시,청소 및 기타 개인서비스직
44263,2022-08-01,53,지체장애,경증,전북 김제시,제조 단순직
44264,2022-01-03,44,지체장애,경증,경기 안산시,제조 연구개발직 및 공학기술직
44265,2022-09-13,33,지적장애,중증,경북 안동시,영업·판매직
44266,2022-03-01,40,뇌병변장애,경증,서울 강서구,제조 연구개발직 및 공학기술직
44267,2022-07-01,60,지체장애,경증,인천 부평구,음식 서비스직
44268,2022-08-01,58,청각장애,경증,서울 관악구,청소 및 기타 개인서비스직
44269,2022-10-24,20,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44270,2022-09-13,19,지적장애,중증,충남 천안시 동남구,인쇄·목재·공예 및 기타 설치·정비·생산직
44271,2022-08-09,52,정신장애,중증,광주 남구,음식 서비스직
44272,2022-07-08,66,지체장애,경증,대전 유성구,경영·행정·사무직
44273,2022-02-09,58,지체장애,중증,인천 부평구,제조 단순직
44274,2022-11-10,54,정신장애,중증,경북 안동시,전기·전자 설치·정비·생산직
44275,2022-11-10,47,지적장애,중증,경북 안동시,전기·전자 설치·정비·생산직
44276,2022-11-10,61,정신장애,중증,경북 안동시,전기·전자 설치·정비·생산직
44277,2022-08-01,44,정신장애,중증,경북 안동시,전기·전자 설치·정비·생산직
44278,2022-11-10,58,정신장애,중증,경북 안동시,전기·전자 설치·정비·생산직
44279,2022-08-01,55,정신장애,중증,경북 안동시,전기·전자 설치·정비·생산직
44280,2022-11-10,55,정신장애,중증,경북 안동시,전기·전자 설치·정비·생산직
44281,2022-07-01,53,신장장애,중증,서울 성북구,제조 단순직
44282,2022-03-08,57,지체장애,경증,경기 의정부시,돌봄 서비스직(간병·육아)
44283,2022-02-03,56,지체장애,경증,경기 남양주시,제조 단순직
44284,2022-03-01,24,뇌병변장애,중증,경북 구미시,경영·행정·사무직
44285,2022-07-25,42,지체장애,경증,경기 화성시,경영·행정·사무직
44286,2022-09-13,34,뇌병변장애,경증,강원 태백시,농림어업직
44287,2022-10-01,64,지체장애,경증,경기 포천시,제조 단순직
44288,2022-08-01,59,뇌병변장애,경증,경기 포천시,제조 단순직
44289,2022-08-09,29,지적장애,중증,경기 포천시,제조 단순직
44290,2022-08-16,28,지적장애,중증,경기 화성시(수원),음식 서비스직
44291,2022-02-01,21,지체장애,중증,인천 서구,기계 설치·정비·생산직
44292,2022-01-01,24,지적장애,중증,경기 수원시,청소 및 기타 개인서비스직
44293,2022-08-03,66,국가유공,경증,전남 순천시,제조 연구개발직 및 공학기술직
44294,2022-09-05,41,정신장애,중증,충북 청주시 흥덕구,기계 설치·정비·생산직
44295,2022-07-25,47,지체장애,경증,전남 광양시,건설·채굴직
44296,2022-08-16,30,지적장애,중증,경기 평택시,청소 및 기타 개인서비스직
44297,2022-08-15,55,지체장애,경증,경기 평택시,제조 단순직
44298,2022-08-16,24,지적장애,중증,경기 평택시,전기·전자 설치·정비·생산직
44299,2022-08-01,59,지체장애,경증,부산 북구,돌봄 서비스직(간병·육아)
44300,2022-02-03,51,지체장애,경증,전북 전주시,청소 및 기타 개인서비스직
44301,2022-01-01,56,청각장애,경증,경기 연천군,청소 및 기타 개인서비스직
44302,2022-08-01,52,시각장애,중증,경남 창원시 의창구,보건·의료직
44303,2022-04-21,50,지체장애,경증,전북 완주군,제조 단순직
44304,2022-07-25,54,지체장애,경증,경기 수원시 영통구,법률직
44305,2022-02-04,49,지체장애,경증,전북 정읍시,건설·채굴직
44306,2022-01-01,61,지체장애,경증,경남 거제시,제조 단순직
44307,2022-01-18,52,지체장애,경증,경남 창원시,제조 단순직
44308,2022-01-03,61,언어장애,경증,서울 강동구,청소 및 기타 개인서비스직
44309,2022-03-04,42,정신장애,중증,서울 강동구,청소 및 기타 개인서비스직
44310,2022-07-08,42,지체장애,경증,충북 음성군,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등)
44311,2022-08-10,62,청각장애,중증,서울 강남구,음식 서비스직
44312,2022-09-13,18,지적장애,중증,충북 청주시 흥덕구,예술·디자인·방송직
44313,2022-01-20,71,뇌병변장애,경증,전북 군산시,건설·채굴직
44314,2022-07-25,39,지적장애,중증,서울 강서구,전기·전자 설치·정비·생산직
44315,2022-09-19,26,뇌병변장애,중증,전남 순천시,식품 가공·생산직
44316,2022-08-01,20,지적장애,중증,전남 순천시,제조 단순직
44317,2022-08-05,38,청각장애,중증,서울 강남구,경영·행정·사무직
44318,2022-07-18,49,지체장애,중증,인천 남동구,돌봄 서비스직(간병·육아)
44319,2022-01-02,59,지체장애,경증,경남 고성군,돌봄 서비스직(간병·육아)
44320,2022-03-30,45,시각장애,경증,대구 서구,운전·운송직
44321,2022-06-01,37,지적장애,중증,충북 청주시 청원구,영업·판매직
44322,2022-04-01,62,지체장애,경증,경북 포항시 북구,경영·행정·사무직
44323,2022-05-02,64,지체장애,경증,경기 동두천시,돌봄 서비스직(간병·육아)
44324,2022-07-19,54,지체장애,경증,대구 서구,경영·행정·사무직
44325,2022-07-09,51,시각장애,경증,충남 천안시,기계 설치·정비·생산직
44326,2022-01-17,64,시각장애,경증,경남 창원시 성산구,음식 서비스직
44327,2022-05-01,26,지체장애,경증,대전 유성구,음식 서비스직
44328,2022-01-29,53,지체장애,경증,전북 전주시,청소 및 기타 개인서비스직
44329,2022-06-01,39,심장장애,중증,경남 김해시,경영·행정·사무직
44330,2022-07-25,43,지체장애,경증,대전 유성구,기계 설치·정비·생산직
44331,2022-08-22,54,시각장애,경증,경북 칠곡군,인쇄·목재·공예 및 기타 설치·정비·생산직
44332,2022-11-10,36,지적장애,중증,세종특별자치시,음식 서비스직
44333,2022-09-26,34,청각장애,중증,세종특별자치시,음식 서비스직
44334,2022-09-21,49,청각장애,경증,울산 중구,기계 설치·정비·생산직
44335,2022-08-13,35,지적장애,중증,울산 북구,제조 단순직
44336,2022-09-13,19,지적장애,중증,서울 종로구,음식 서비스직
44337,2022-06-13,28,자폐성장애,중증,전북 전주시,청소 및 기타 개인서비스직
44338,2022-01-01,24,자폐성장애,중증,전북 전주시,청소 및 기타 개인서비스직
44339,2022-01-01,30,자폐성장애,중증,전북 전주시,청소 및 기타 개인서비스직
44340,2022-01-01,26,지적장애,중증,전북 전주시,청소 및 기타 개인서비스직
44341,2022-01-01,28,자폐성장애,중증,전북 전주시,청소 및 기타 개인서비스직
44342,2022-01-01,28,자폐성장애,중증,전북 전주시,청소 및 기타 개인서비스직
44343,2022-01-01,26,자폐성장애,중증,전북 전주시,예술·디자인·방송직
44344,2022-06-27,70,지체장애,경증,세종특별자치시,사회복지·종교직
44345,2022-08-23,72,시각장애,중증,서울 강동구,청소 및 기타 개인서비스직
44346,2022-06-13,58,언어장애,중증,대전 동구,전기·전자 설치·정비·생산직
44347,2022-11-01,31,지적장애,중증,경기 용인시 기흥구,경영·행정·사무직
44348,2022-11-01,46,시각장애,경증,경기 용인시 기흥구,경영·행정·사무직
44349,2022-11-01,20,자폐성장애,중증,경기 용인시 기흥구,경영·행정·사무직
44350,2022-06-16,57,지체장애,경증,경남 거제시,제조 단순직
44351,2022-10-11,26,뇌병변장애,중증,광주 광산구,정보통신 연구개발직 및 공학기술직
44352,2022-09-05,19,지적장애,중증,광주 광산구,식품 가공·생산직
44353,2022-10-01,36,지적장애,중증,광주 광산구,식품 가공·생산직
44354,2022-10-01,33,지적장애,중증,광주 광산구,식품 가공·생산직
44355,2022-09-05,23,지적장애,중증,광주 광산구,식품 가공·생산직
44356,2022-10-04,23,청각장애,중증,광주 광산구,식품 가공·생산직
44357,2022-08-16,63,지체장애,경증,인천 연수구,보건·의료직
44358,2022-08-22,62,지체장애,경증,인천 연수구,보건·의료직
44359,2022-05-01,67,지체장애,경증,경북 성주군,제조 단순직
44360,2022-05-01,61,시각장애,경증,경북 성주군,제조 단순직
44361,2022-05-01,62,지체장애,경증,경북 성주군,제조 단순직
44362,2022-01-02,69,지체장애,경증,경기 파주시,제조 단순직
44363,2022-07-18,28,정신장애,중증,서울 영등포구,경영·행정·사무직
44364,2022-09-01,40,지체장애,경증,경남 함안군,식품 가공·생산직
44365,2022-09-07,24,지적장애,중증,경남 함안군,식품 가공·생산직
44366,2022-11-16,32,지적장애,중증,경남 함안군,식품 가공·생산직
44367,2022-08-01,44,지체장애,경증,경기 화성시,제조 연구개발직 및 공학기술직
44368,2022-12-12,20,지적장애,중증,경기 의정부시,음식 서비스직
44369,2022-08-22,27,청각장애,경증,경기 남양주시,청소 및 기타 개인서비스직
44370,2022-03-21,43,지적장애,중증,경기 용인시,제조 단순직
44371,2022-07-07,60,청각장애,경증,경기 안양시,사회복지·종교직
44372,2022-08-01,34,지체장애,경증,서울 강남구,경영·행정·사무직
44373,2022-08-16,56,시각장애,중증,경북 포항시 북구,보건·의료직
44374,2022-10-04,46,시각장애,중증,경북 포항시 북구,보건·의료직
44375,2022-09-01,47,청각장애,중증,경기 시흥시,전기·전자 설치·정비·생산직
44376,2022-09-13,49,청각장애,중증,경기 시흥시,전기·전자 설치·정비·생산직
44377,2022-01-17,41,청각장애,경증,서울 동대문구,기계 설치·정비·생산직
44378,2022-08-01,50,정신장애,중증,경기 양주시,청소 및 기타 개인서비스직
44379,2022-05-12,26,청각장애,경증,경남 양산시,제조 단순직
44380,2022-02-01,73,청각장애,경증,경기 안산시,경호·경비직
44381,2022-09-13,19,지적장애,중증,충남 부여군,기계 설치·정비·생산직
44382,2022-06-16,21,지체장애,경증,서울 동작구,경영·행정·사무직
